country,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_expenditures,gdp,inflation
Central Europe and the Baltics,1999,20282583054.1823,200062962.010076,14.1328669244884,6.42736969155193,435931046765.369,4.01913875598086
Switzerland,1999,9135000000.0,7154000.0,7.5151400532055,7.22500270705198,297873643323.126,0.806444380959449
Channel Islands,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,6262740656.85164,3.6294334991175647
Chile,1999,1243000000.0,2508000.0,5.91024854973688,5.33573483141307,75578685735.5219,3.33687917526016
China,1999,15006000000.0,72796000.0,10.0117424141336,9.74564544669289,1094003874937.34,-1.40147268276465
Cote d'Ivoire,1999,107000000.0,2508000.0,8.306797469109375,5.75478960512289,18870992455.568,0.70237580595596
Cameroon,1999,92000000.0,2508000.0,4.22294563528364,9.37073365542233,11565826464.8921,1.87174500672008
"Congo, Dem. Rep.",1999,1553000000.0,80000.0,8.306797469109375,5.75478960512289,4711259427.27273,284.894975914087
"Congo, Rep.",1999,13500000.0,2508000.0,0.79098011964422,5.10144944170162,2354772960.28296,4.14267137284048
Colombia,1999,1231000000.0,725000.0,8.83044689708908,10.0158366908174,86278947636.962,10.8736870857471
Comoros,1999,19000000.0,24000.0,8.306797469109375,5.75478960512289,382454989.945311,3.6294334991175647
Cabo Verde,1999,56000000.0,67000.0,45.1170822760219,13.4425390437261,592416703.058878,4.35643374510453
Costa Rica,1999,1256000000.0,1267000.0,20.1954893578087,9.84907289214016,14254866284.6542,10.0452817292494
Caribbean small states,1999,5220376078.73985,9901109.40611303,57.8885357893164,10.9740986460168,16585437189.6651,1.56006240249605
Cuba,1999,1901000000.0,1603000.0,8.306797469109375,5.75478960512289,28364615200.0,3.6294334991175647
Curacao,1999,260000000.0,433000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Cayman Islands,1999,525000000.0,1431000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Cyprus,1999,2115000000.0,2578000.0,42.7509955418637,11.5009547225479,10497907227.616,1.62999999999999
Czechia,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,65586562604.8621,2.13544844417331
Germany,1999,25327000000.0,17116000.0,4.38886162828189,10.8393479009007,2213873468586.88,0.585433064230783
Djibouti,1999,7600000.0,21000.0,3.79916629162916,4.47485059213192,536080148.097299,3.6294334991175647
Dominica,1999,51000000.0,280000.0,32.5239737351789,5.75478960512289,331759259.259259,1.17947787394175
Denmark,1999,3698000000.0,2508000.0,5.30041481711759,7.96198591305578,177887720535.535,2.4977954440453
Dominican Republic,1999,2483000000.0,2932000.0,48.1883284491626,6.05750759124992,22136579396.9218,6.47054186846928
Algeria,1999,1553000000.0,749000.0,8.306797469109375,5.75478960512289,48640671734.9711,2.64551113392799
East Asia & Pacific (excluding high income),1999,1553000000.0,101735448.250161,9.39316451898135,6.50071581805144,1577918021912.85,4.29072851723813
Early-demographic dividend,1999,1553000000.0,181005514.432148,8.306797469109375,6.16282478023835,3090347267190.7,5.02321078556241
East Asia & Pacific,1999,1553000000.0,147606094.98307,4.88320474982241,7.42680422395143,7745113386044.47,1.98382427234186
Europe & Central Asia (excluding high income),1999,1553000000.0,53587391.3141023,8.306797469109375,5.75478960512289,384142293366.911,20.938173814012
Europe & Central Asia,1999,239023295299.942,706815710.672398,7.97984412910195,8.50907811575598,10686910522225.9,2.36481836111807
Ecuador,1999,377000000.0,518000.0,7.0533208606174,9.14800038968106,19645272636.3182,52.2420051858225
"Egypt, Arab Rep.",1999,4361000000.0,4797000.0,29.6058437767308,5.63463682498855,90710704806.8416,3.07949912638332
Euro area,1999,166059157884.909,2508000.0,8.24855607871506,8.69346421945326,7148860287676.91,1.8991144190705
Eritrea,1999,28000000.0,57000.0,41.0344162769681,5.75478960512289,688918537.115555,3.6294334991175647
Spain,1999,1553000000.0,72040000.0,8.306797469109375,5.75478960512289,634394904386.874,2.31034813987067
Estonia,1999,702000000.0,3181000.0,21.7800403795474,7.22674209137976,5756912265.75809,3.29611089718909
Ethiopia,1999,176000000.0,115000.0,18.7039899579734,3.07530233751224,7892973531.80045,7.94144864137325
European Union,1999,191095627788.803,622202305.739753,8.19720421254919,8.61851797580823,7936013301296.29,2.15717918055059
Fragile and conflict affected situations,1999,1553000000.0,12500227.5806909,3.44447010741481,6.09888010981826,400171061469.108,4.84353158826397
Finland,1999,2236000000.0,2454000.0,4.68274830139506,6.88467055057492,135234241918.147,1.16223155669444
Fiji,1999,365000000.0,544000.0,34.3418899875801,7.8612436115843,1936459986.03795,1.96867366000919
France,1999,44551000000.0,2508000.0,11.0499514872141,8.65962815251931,1486915879701.93,0.537141639134645
Faroe Islands,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1127684827.35686,3.6294334991175647
"Micronesia, Fed. Sts.",1999,13899999.6185303,16100.0003814697,8.306797469109375,5.75478960512289,220140500.0,3.6294334991175647
Gabon,1999,143000000.0,262000.0,5.15263170083735,10.9980718077357,4662992036.2073,-1.93660397603626
United Kingdom,1999,1553000000.0,25394000.0,8.306797469109375,5.75478960512289,1687830448147.55,1.7529508005142
Georgia,1999,131000000.0,384000.0,23.9751098096633,12.4149347066397,2800025882.71672,19.1926758218895
Ghana,1999,325000000.0,373000.0,13.1403388185825,3.84625181487048,7718109982.26093,4.86539785077528
Gibraltar,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Guinea,1999,5800000.19073486,27000.0,0.774521329907411,3.0652461315484,5046806782.54761,3.6294334991175647
"Gambia, The",1999,1553000000.0,96000.0,8.306797469109375,5.75478960512289,814724032.065735,3.8123720536602
Guinea-Bissau,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,579365780.135134,-2.08630513223527
Equatorial Guinea,1999,10000000.0,2508000.0,8.306797469109375,5.75478960512289,621117885.668503,0.372266170311928
Greece,1999,8839000000.0,12606000.0,35.3640949926801,11.2473113803975,137131371955.307,2.6366330602198
Grenada,1999,88000000.0,379000.0,40.3635437016902,5.75478960512289,482009370.37037,0.577427638677119
Greenland,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1131555107.04907,3.6294334991175647
Guatemala,1999,374000000.0,823000.0,10.7468176201833,4.30587672434415,18318412251.3642,5.2136105860112
Guam,1999,1553000000.0,1162000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Guyana,1999,109000000.0,75000.0,16.2856715971911,11.7680826636051,694754988.258295,7.53821939851393
High income,1999,402119156859.716,886282224.338507,7.41727911768253,7.60302609956815,27417627997191.3,2.13510866611858
"Hong Kong SAR, China",1999,7343000000.0,11328000.0,3.93027426522633,7.36730482256391,165768095391.557,-4.00943396226445
Honduras,1999,214000000.0,428000.0,9.59469153515064,5.51128818061089,6414520529.61672,11.66374097913
Heavily indebted poor countries (HIPC),1999,3134471547.33111,7115930.80243459,11.4728307306287,6.98849188439774,167809429290.768,3.59889816353238
Croatia,1999,2595000000.0,29215000.0,31.9626615732651,8.26363857691421,23777026779.3004,4.01913875598086
Haiti,1999,135000000.0,386000.0,25.4112863757859,5.75478960512289,4153725883.84082,3.00439421550734
Hungary,1999,3622000000.0,28803000.0,13.1402379220679,5.4793817018987,49073380173.7159,9.99774409303368
IBRD only,1999,1553000000.0,437116871.89005,9.47476173422489,6.25348071989243,5398377166740.39,5.01997014825272
IDA & IBRD total,1999,1553000000.0,474501178.843432,9.52097520407595,6.18190396524813,5850214145431.36,4.46435467675891
IDA total,1999,8608755550.83429,21509371.0779447,10.1938391857839,5.39498116796607,451744378688.116,4.14267137284048
IDA blend,1999,3349137564.25543,2508000.0,8.10049687673024,5.14947540909926,184664063761.002,4.14263718082171
Indonesia,1999,1553000000.0,4728000.0,8.306797469109375,5.75478960512289,140001351215.462,20.47783111264
IDA only,1999,5073233525.35139,10993029.8643652,8.306797469109375,5.54539497932199,268179387599.108,4.57803015362165
Isle of Man,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,1573742112.92671,3.6294334991175647
India,1999,1553000000.0,2482000.0,8.306797469109375,5.75478960512289,458821052615.79,4.66982038037594
Not classified,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Ireland,1999,3403000000.0,6403000.0,8.306797469109375,5.75478960512289,98893958262.6438,1.62988605221407
"Iran, Islamic Rep.",1999,559000000.0,1321000.0,2.51281129191765,4.01510383889238,113848450088.686,20.0707078146866
Iraq,1999,1553000000.0,30000.0,8.306797469109375,5.75478960512289,36881601583.8194,12.5777623393436
Iceland,1999,380000000.0,281000.0,13.0412750545675,13.2650671510346,8982047589.4895,3.23183260906467
Israel,1999,4800000000.0,2566000.0,12.7088352881993,8.35505173224643,121166507717.951,5.18102372034954
Italy,1999,29570000000.0,59521000.0,10.1884120129302,7.28281860995337,1255004736463.98,1.66345995007714
Jamaica,1999,1486000000.0,2013000.0,42.7318475916607,6.38626952053086,8887057997.36228,5.95423949113006
Jordan,1999,1016000000.0,3231000.0,28.7528040554026,10.741513327115,8149929478.13822,0.606256567779427
Japan,1999,5715000000.0,4438000.0,1.24217118551517,10.5426488865273,4635982224063.88,-0.341296928327554
Kazakhstan,1999,394000000.0,394000.0,5.69265445298503,6.74153973804303,16870817181.7799,8.29602765342565
Kenya,1999,1211000000.0,969000.0,28.2460215247839,5.75478960512289,12896010459.3711,5.74200109520484
Kyrgyz Republic,1999,18000000.0,165000.0,3.41230694556964,3.82602637176802,1249061487.01457,37.0309258369344
Cambodia,1999,240000000.0,368000.0,16.850786907405,2.17672374634246,3517242477.2548,4.00820702088782
Kiribati,1999,2799999.95231628,20299.9992370605,8.306797469109375,5.75478960512289,77323948.4525998,3.6294334991175647
St. Kitts and Nevis,1999,69000000.0,226000.0,47.2542802790106,5.75478960512289,406595484.373262,3.36303630363045
"Korea, Rep.",1999,8337000000.0,4660000.0,5.07557659572914,4.03212050342349,497514040642.262,0.81295725444637
Kuwait,1999,342000000.0,1884000.0,2.48099077758979,21.6675428476621,30122365849.2518,2.99081035923166
Latin America & Caribbean (excluding high income),1999,24370717865.1187,131143148.537439,7.8829873559968,5.88402276091197,1810330944033.68,5.03602904251894
Lao PDR,1999,86000000.0,614000.0,22.355081881986,3.42741935483871,1454430642.44959,125.27212839928
Lebanon,1999,673000000.0,673000.0,8.306797469109375,5.75478960512289,17391056369.2265,3.6294334991175647
Liberia,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,441800000.0,3.6294334991175647
Libya,1999,39000000.0,965000.0,0.53170546664903,10.8491536401809,35975860857.1164,2.64862252295818
St. Lucia,1999,263000000.0,666000.0,71.148740043084,5.75478960512289,921851851.851852,3.50379784108942
Latin America & Caribbean,1999,35440720363.5849,154422845.400535,8.27732204664381,5.96970840735046,2107777544518.75,3.45439793587507
Least developed countries: UN classification,1999,3238256831.212,7950686.09262787,11.0245458623139,5.18753972596653,197361211397.511,5.77736898687895
Low income,1999,1349387976.8274,2508000.0,8.306797469109375,5.75478960512289,100712307153.977,1.66610532426106
Liechtenstein,1999,1553000000.0,60000.0,8.306797469109375,5.75478960512289,2664105901.18863,3.6294334991175647
Sri Lanka,1999,414000000.0,465000.0,7.44537122052094,5.03013529951607,15656327859.5696,4.69170563048438
Lower middle income,1999,1553000000.0,57315220.1757628,8.306797469109375,5.75478960512289,1122826614705.03,4.69170563048438
Low & middle income,1999,1553000000.0,346142020.434522,9.17247551852733,6.09273178970511,5224983090942.07,4.68076300543016
Lesotho,1999,23100000.3814697,308000.0,10.146718158786,1.53993364816041,912773681.050642,3.6294334991175647
Late-demographic dividend,1999,1553000000.0,266217659.662492,10.2396719496068,6.92463009947979,3112218567617.28,3.38800754204006
Lithuania,1999,591000000.0,4454000.0,16.1794910578198,7.36538961332757,11022095813.552,0.727550626557424
Luxembourg,1999,1553000000.0,863000.0,8.306797469109375,5.75478960512289,21899317598.8414,1.02519676474932
Latvia,1999,153000000.0,1738000.0,5.77794561933535,9.61279310035037,7324192889.74297,2.36481836111807
"Macao SAR, China",1999,2598000000.0,7444000.0,8.306797469109375,5.75478960512289,6547670439.26,-3.20416248186588
St. Martin (French part),1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Morocco,1999,2177000000.0,4088000.0,24.6893853464198,5.69297115651861,46266428648.1433,0.684782608695643
Monaco,1999,1553000000.0,278000.0,8.306797469109375,5.75478960512289,2907118641.17756,3.6294334991175647
Moldova,1999,49000000.0,14000.0,8.88985649231662,9.44493874478133,1170782957.37443,39.2559806891746
Madagascar,1999,137000000.0,2508000.0,18.7712389477012,13.0597554915563,4277903780.29131,9.92953399348781
Maldives,1999,1553000000.0,430000.0,8.306797469109375,12.5532289011648,589239753.610875,2.95370836069129
Middle East & North Africa,1999,1553000000.0,2508000.0,13.2336584708962,8.25039769991024,888446061820.489,2.64862252295818
Mexico,1999,8135000000.0,99869000.0,5.49306538140146,3.31871409519047,631249359702.389,16.5856169707538
Marshall Islands,1999,2900000.09536743,4599.99990463257,8.306797469109375,5.75478960512289,113352100.0,3.6294334991175647
Middle income,1999,1553000000.0,339709726.834185,9.16802293855404,6.09445460199289,5124148590761.99,4.86192267490097
North Macedonia,1999,80000000.0,181000.0,7.36066591664086,2.7203266215404,3863619284.77939,-1.27928657572626
Mali,1999,36000000.0,82000.0,5.2862471401281,6.64872341405033,3440724709.59258,-1.20190368637502
Malta,1999,841000000.0,1402000.0,25.9981173736659,6.71179132455168,4111890472.76062,2.13476888806386
Myanmar,1999,222000000.0,435000.0,12.414948991979,1.06216801789363,8486832800.88498,18.4010433741609
Middle East & North Africa (excluding high income),1999,17543367792.9235,23817985.9770455,15.9888247351982,5.82405483088489,449128387154.882,2.6901248581158
Montenegro,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,828950327.353261,3.6294334991175647
Mongolia,1999,43000000.0,160000.0,8.18679869609581,6.89856879164497,1057408588.68269,7.56494150307371
Northern Mariana Islands,1999,1553000000.0,502000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Mozambique,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,6285219691.22462,3.6294334991175647
Mauritania,1999,1553000000.0,24000.0,8.306797469109375,5.75478960512289,1985922775.53351,4.07417613596754
Mauritius,1999,718000000.0,600000.0,27.3543449859825,7.40458322250066,4402193195.46945,6.90914624866776
Malawi,1999,42000000.0,254000.0,8.43923218579077,6.84457506069258,2584478924.06081,44.8041642861674
Malaysia,1999,4403000000.0,7931000.0,4.58800653400311,3.12847354712411,79148421052.6316,2.74456130240604
North America,1999,139171367153.035,125400000.0,9.62175844483403,6.11866251025308,10312908629271.1,1.96143507401638
Namibia,1999,1553000000.0,694000.0,8.306797469109375,5.75478960512289,3868551730.39163,3.6294334991175647
New Caledonia,1999,1553000000.0,100000.0,8.306797469109375,5.75478960512289,3647802049.80911,3.6294334991175647
Niger,1999,25100000.3814697,39000.0,7.81903555260076,7.36526787799666,2537789820.69295,-2.30212503849648
Nigeria,1999,99000000.0,1425000.0,0.714497899839461,5.30511045359227,59145077039.1437,6.61837339479756
Nicaragua,1999,128000000.0,530000.0,15.2177686471166,5.60802833530106,4856026259.07657,3.6294334991175647
Netherlands,1999,12451000000.0,9874000.0,5.14595501853017,6.02734851865968,447778514140.155,2.15717918055059
Norway,1999,2750000000.0,3223000.0,4.40086068027495,10.1947382427878,162383706021.13,2.36596736596734
Nepal,1999,229000000.0,492000.0,18.068554825959,6.79705556739603,5033642384.10596,7.4511126095755
Nauru,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,27328612.6080962,3.6294334991175647
New Zealand,1999,2234000000.0,1607000.0,8.306797469109375,5.75478960512289,58762260625.8758,-0.114267129777524
OECD members,1999,391952446660.29,883337847.075084,7.64982870763221,7.60726060720295,27081535073158.7,2.17260318876209
Oman,1999,350000000.0,2508000.0,4.57498401730236,9.69646575951164,17832769830.9493,3.6294334991175647
Other small states,1999,1553000000.0,20547389.6381497,24.3792188359259,9.08476782441289,54539803687.0758,3.29611089718909
Pakistan,1999,492000000.0,432000.0,5.50027948574623,3.8651102464332,62973857068.5113,4.14263718082171
Panama,1999,506000000.0,555000.0,7.11833886669293,3.34314332920281,11660704800.0,1.24718256949636
Peru,1999,911000000.0,2508000.0,12.2177539464049,7.52280070960632,50187324567.883,3.46965996293019
Philippines,1999,2652000000.0,2171000.0,11.2472963229993,5.5715935334873,85640171045.1254,5.93904901780808
Palau,1999,1553000000.0,55000.0,8.306797469109375,5.75478960512289,144206500.0,3.6294334991175647
Papua New Guinea,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,3477038204.01733,14.9321817407701
Poland,1999,6498000000.0,89118000.0,16.9117455690602,7.31089534482097,170704452714.673,7.15407291179862
Pre-demographic dividend,1999,3563295292.887,7482302.79196999,7.08952266248378,6.38905541772811,244879553665.81,3.8123720536602
Puerto Rico,1999,2139000000.0,4221000.0,8.306797469109375,5.75478960512289,57841000000.0,3.6294334991175647
"Korea, Dem. People's Rep.",1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Portugal,1999,6047000000.0,11632000.0,17.8897420509742,5.88918231100461,127470385557.184,2.34009490312169
Paraguay,1999,95000000.0,6569000.0,2.48969909197599,5.80686557587424,8837070235.51892,6.75226586102725
West Bank and Gaza,1999,377000000.0,300000.0,36.2701546287969,8.43852126343784,4271200000.0,5.54439180368747
Pacific island small states,1999,540277889.579339,2508000.0,31.6698661209915,7.07542826959686,3744260403.08438,3.6294334991175647
Post-demographic dividend,1999,374758113121.279,702246548.439962,7.34017964939915,7.59154631772883,25955128886911.1,1.6117611762866
French Polynesia,1999,394000000.0,236000.0,8.306797469109375,5.75478960512289,3911602004.14205,3.6294334991175647
Qatar,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,12393131868.1319,2.18170320404723
Romania,1999,306000000.0,5224000.0,3.15887271601115,3.82176980087508,35953156753.739,45.8037811326363
Russian Federation,1999,1553000000.0,18820000.0,8.306797469109375,5.75478960512289,195907128350.934,85.7464940960636
Rwanda,1999,21000000.0,2508000.0,8.306797469109375,5.75478960512289,2157108262.84452,-2.40593209742259
South Asia,1999,1553000000.0,4705756.65588704,8.306797469109375,5.75478960512289,597995276003.899,4.69170563048438
Saudi Arabia,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,161717066666.667,-1.33376350229422
Sudan,1999,2000000.0,39000.0,0.232099338516885,2.28623685413809,10682028339.6898,17.1664454201761
Senegal,1999,183000000.0,2508000.0,12.6836127702993,7.54329965677585,6592834932.80876,0.827250608272509
Singapore,1999,5089000000.0,6958000.0,3.3368799572395,3.05946630511628,86286849754.8905,0.0167098337370801
Solomon Islands,1999,9699999.80926514,2508000.0,4.39172499006779,5.77114294803762,488024514.369359,8.02036839296841
Sierra Leone,1999,6000000.0,2508000.0,20.95594384476,23.5472979072534,669386623.951402,3.6294334991175647
El Salvador,1999,408000000.0,2508000.0,18.3783783783784,5.4541584632576,11284197000.0,0.514827130192979
San Marino,1999,1553000000.0,3148000.0,8.306797469109375,5.75478960512289,1109473367.84318,3.6294334991175647
Somalia,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,3045751527.66005,3.6294334991175647
Serbia,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,20878694850.5767,42.4539054642972
Sub-Saharan Africa (excluding high income),1999,8961427912.59413,19153012.3265307,9.26918547069721,7.22062903809732,403398906054.615,4.24955255897251
South Sudan,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Sub-Saharan Africa,1999,9174543919.01689,19286169.6499337,9.46683816924167,7.20818798685761,404065822504.732,4.35643374510453
Small states,1999,1553000000.0,32723887.6434749,30.274782596236,9.30419247084284,74869501279.8253,2.95370836069129
Sao Tome and Principe,1999,9200000.0,5800.00019073486,56.1820824652209,6.5076598058815,77302211.9248351,12.7251770130085
Suriname,1999,45000000.0,72000.0,8.306797469109375,5.75478960512289,886290697.674419,98.7730914112164
Slovak Republic,1999,465000000.0,2508000.0,3.8427897252621,2.94200591679031,30496272225.1337,10.5704416075225
Slovenia,1999,1011000000.0,884000.0,10.1370659661296,5.33463551264097,22609669083.7179,6.15558754451559
Sweden,1999,4943000000.0,2595000.0,4.65211004848052,9.90111402566222,274320415375.678,0.462175756339173
Eswatini,1999,15000000.0,1253000.0,1.51819657973533,2.85473643308268,1547888495.98428,6.08886063431493
Sint Maarten (Dutch part),1999,1553000000.0,1061000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Seychelles,1999,202000000.0,130000.0,47.7590347192074,5.32589995173453,662838614.880674,6.34730538922156
Syrian Arab Republic,1999,1553000000.0,2682000.0,8.306797469109375,5.75478960512289,15873875968.9922,-3.70370370370365
Turks and Caicos Islands,1999,238000000.0,2508000.0,8.306797469109375,5.75478960512289,36818026222.31535,3.6294334991175647
Chad,1999,15000000.0,46000.0,8.306797469109375,5.75478960512289,1534673583.2487,-8.02505962727456
East Asia & Pacific (IDA & IBRD countries),1999,1553000000.0,100507096.96412,9.39316451898134,6.50071581805144,1576109259752.64,4.29072851723813
Europe & Central Asia (IDA & IBRD countries),1999,1553000000.0,174152912.557907,8.306797469109375,5.75478960512289,823772539406.3,19.1926758218895
Togo,1999,10000000.0,70000.0,2.17360395722234,2.74088304563991,2226577203.91399,-0.0532136248824353
Thailand,1999,9416000000.0,8651000.0,13.1857866476755,5.09365826269473,126669211778.94,0.284726459223034
Tajikistan,1999,1553000000.0,4500.0,8.306797469109375,5.75478960512289,1086612290.27171,3.6294334991175647
Turkmenistan,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,2450564100.18292,3.6294334991175647
Latin America & the Caribbean (IDA & IBRD countries),1999,25857520346.4108,137308046.836191,7.66739366584828,5.91226371759852,2002860177034.08,3.4867289020098
Timor-Leste,1999,1553000000.0,2508000.0,8.306797469109375,5.75478960512289,225357600.0,3.6294334991175647
Middle East & North Africa (IDA & IBRD countries),1999,16987825615.4748,23536182.1391692,15.6674621477804,5.68567117766745,444857187154.882,2.66937369053699
Tonga,1999,1553000000.0,44000.0,8.306797469109375,5.75478960512289,199208705.408314,4.46435467675891
South Asia (IDA & IBRD),1999,1553000000.0,4559453.46019023,8.306797469109375,5.75478960512289,597995276003.899,4.69170563048438
Sub-Saharan Africa (IDA & IBRD countries),1999,9174543919.01689,19286169.6499337,9.46683816924167,7.20818798685761,404065822504.732,4.35643374510453
Trinidad and Tobago,1999,365000000.0,421000.0,10.7394003589608,3.52639808376859,6808982520.75759,3.43913590881996
Tunisia,1999,2118000000.0,4832000.0,24.2441817041397,3.00282582775383,22943202174.9668,2.6901248581158
Turkiye,1999,1553000000.0,7487000.0,8.306797469109375,5.75478960512289,256395932738.435,64.8674876350757
Tuvalu,1999,1553000000.0,1100.00002384186,8.306797469109375,5.75478960512289,14800503.2582747,3.6294334991175647
Tanzania,1999,467000000.0,627000.0,38.8583535933208,18.231971564859,12704334195.8151,7.89043336058877
Uganda,1999,1553000000.0,189000.0,8.306797469109375,5.75478960512289,5998563257.94659,5.77736898687895
Ukraine,1999,503000000.0,10990000.0,3.13044560617376,3.22874991226223,31580639553.8298,22.6836718061345
Upper middle income,1999,1553000000.0,276411397.596121,8.22878114849441,6.26437731926868,4001279700314.12,5.18149279747878
Uruguay,1999,1553000000.0,2273000.0,8.306797469109375,5.75478960512289,23983945190.6202,5.65868803927908
United States,1999,109188000000.0,75796000.0,11.1813263616451,6.26940423618921,9631172000000.0,2.18802719697358
Uzbekistan,1999,102000000.0,487000.0,8.306797469109375,5.75478960512289,17078465982.0282,3.6294334991175647
St. Vincent and the Grenadines,1999,1553000000.0,223000.0,8.306797469109375,5.75478960512289,390718518.518519,1.01355044438875
